Time,Team 1,Score 1,Team 2,Score 2,Outcome Only,Tournament,Number of Players
11/13/2024 20:40:00,Mean Gay Packers (F24),1,Washington Formanders (F24),2,,,6
11/13/2024 20:40:00,Vikinks (F24),3,Edgar Allen Hoes (F24),1,,,6
11/13/2024 21:00:00,Cuntolina Panthers (F24),2,Mean Gay Packers (F24),2,,,6
11/13/2024 21:00:00,Washington Formanders (F24),0,Gay Sharks (F24),5,,,6
11/13/2024 21:20:00,Edgar Allen Hoes (F24),2,Cuntolina Panthers (F24),3,,,6
11/13/2024 21:20:00,Gay Sharks (F24),1,Vikinks (F24),3,,,6
11/20/2024 18:40:00,Violetly Gay (F24),3,Clementops (F24),2,,,8
11/20/2024 18:40:00,Wet Dreams (F24),2,Cardinal Sinners (F24),5,,,8
11/20/2024 19:00:00,The Blue Ballers (F24),2,Froggays (F24),3,,,8
11/20/2024 19:00:00,Winona Ride Her (F24),1,Naughty Hotties (F24),3,,,8
11/20/2024 19:20:00,Lime and Punishment (F24),2,Twerkoise (F24),3,,,8
11/20/2024 19:20:00,Queermint (F24),3,Urine Trouble (F24),2,,,8
11/20/2024 19:40:00,Froggays (F24),3,Clementops (F24),2,,,8
11/20/2024 19:40:00,Wet Dreams (F24),3,Violetly Gay (F24),1,,,8
11/20/2024 20:00:00,Twerkoise (F24),1,Naughty Hotties (F24),3,,,8
11/20/2024 20:00:00,Winona Ride Her (F24),3,Cardinal Sinners (F24),0,,,8
11/20/2024 20:20:00,Lime and Punishment (F24),0,Queermint (F24),7,,,8
11/20/2024 20:20:00,Urine Trouble (F24),2,The Blue Ballers (F24),2,,,8
11/20/2024 20:40:00,Gay Sharks (F24),2,Mean Gay Packers (F24),2,,,6
11/20/2024 20:40:00,Washington Formanders (F24),3,Edgar Allen Hoes (F24),2,,,6
11/20/2024 21:00:00,Edgar Allen Hoes (F24),0,Gay Sharks (F24),3,,,6
11/20/2024 21:00:00,Vikinks (F24),3,Cuntolina Panthers (F24),1,,,6
11/20/2024 21:20:00,Cuntolina Panthers (F24),4,Washington Formanders (F24),1,,,6
11/20/2024 21:20:00,Vikinks (F24),3,Mean Gay Packers (F24),1,,,6
12/4/2024 18:40:00,Cardinal Sinners (F24),0,Clementops (F24),1,1,1,8
12/4/2024 18:40:00,Wet Dreams (F24),1,Urine Trouble (F24),0,1,1,8
12/4/2024 19:00:00,Twerkoise (F24),1,Lime and Punishment (F24),0,1,1,8
12/4/2024 19:00:00,Violetly Gay (F24),1,The Blue Ballers (F24),0,,,
12/4/2024 19:20:00,Froggays (F24),0,Clementops (F24),1,1,1,8
12/4/2024 19:20:00,Naughty Hotties (F24),1,Wet Dreams (F24),0,1,1,8
12/4/2024 19:40:00,Queermint (F24),1,Twerkoise (F24),0,1,1,8
12/4/2024 19:40:00,Winona Ride Her (F24),0,Violetly Gay (F24),1,1,1,8
12/4/2024 20:00:00,Naughty Hotties (F24),1,Clementops (F24),0,1,1,8
12/4/2024 20:00:00,Violetly Gay (F24),0,Queermint (F24),1,1,1,8
12/4/2024 20:20:00,Queermint (F24),1,Naughty Hotties (F24),0,1,1,8
12/4/2024 20:40:00,Cuntolina Panthers (F24),1,Washington Formanders (F24),0,1,1,6
12/4/2024 20:40:00,Mean Gay Packers (F24),1,Edgar Allen Hoes (F24),0,,,
12/4/2024 21:00:00,Gay Sharks (F24),0,Mean Gay Packers (F24),1,1,1,6
12/4/2024 21:00:00,Vikinks (F24),0,Cuntolina Panthers (F24),1,,,
12/4/2024 21:20:00,Cuntolina Panthers (F24),1,Mean Gay Packers (F24),0,1,1,6
2/2/2025 16:15:00,2 Girls 1 Train (W25),3,Sixual Tension (W25),3,,,6
2/2/2025 16:15:00,Big D (train) Energy (W25),3,Reese's Pieces (W25),0,,,6
2/2/2025 16:35:00,QTs (W25),2,Sixual Tension (W25),4,,,6
2/2/2025 16:35:00,Reese's Pieces (W25),0,PATH to Poundtown (W25),5,,,8
2/2/2025 16:55:00,2 Girls 1 Train (W25),2,Big D (train) Energy (W25),5,,,6
2/2/2025 16:55:00,QTs (W25),5,PATH to Poundtown (W25),2,,,8
2/5/2025 19:00:00,My Chemical Throwmance (W25),3,Dyke Dynasty (W25),0,,,8
2/5/2025 19:00:00,Purple Pain (W25),3,Red Light District (W25),1,,,8
2/5/2025 19:20:00,Charcoochie (W25),4,Macaroni in a Pot (W25),0,,,8
2/5/2025 19:20:00,Ice Dykes (W25),3,Mary Wannas (W25),2,,,8
2/5/2025 19:40:00,Call Me Navy (W25),1,Buns of Teal (W25),3,,,8
2/5/2025 19:40:00,It's the cLIME (W25),1,Pulp Friction (W25),5,,,8
2/5/2025 20:00:00,Dyke Dynasty (W25),1,Purple Pain (W25),2,,,8
2/5/2025 20:00:00,Red Light District (W25),3,Mary Wannas (W25),2,,,8
2/5/2025 20:20:00,Ice Dykes (W25),2,Buns of Teal (W25),2,,,8
2/5/2025 20:20:00,My Chemical Throwmance (W25),3,Charcoochie (W25),1,,,8
2/5/2025 20:40:00,Macaroni in a Pot (W25),0,It's the cLIME (W25),6,,,8
2/5/2025 20:40:00,Pulp Friction (W25),5,Call Me Navy (W25),1,,,8
2/9/2025 16:15:00,Reese's Pieces (W25),1,QTs (W25),9,,,8
2/9/2025 16:15:00,Sixual Tension (W25),3,Big D (train) Energy (W25),2,,,6
2/9/2025 16:35:00,PATH to Poundtown (W25),5,2 Girls 1 Train (W25),0,,,6
2/9/2025 16:35:00,Sixual Tension (W25),8,Reese's Pieces (W25),0,,,6
2/9/2025 16:55:00,2 Girls 1 Train (W25),4,QTs (W25),3,,,6
2/9/2025 16:55:00,PATH to Poundtown (W25),5,Big D (train) Energy (W25),1,,,6
2/12/2025 19:00:00,Ice Dykes (W25),5,Red Light District (W25),1,,,8
2/12/2025 19:00:00,My Chemical Throwmance (W25),1,Call Me Navy (W25),2,,,8
2/12/2025 19:20:00,Macaroni in a Pot (W25),2,Buns of Teal (W25),3,,,8
2/12/2025 19:20:00,Mary Wannas (W25),1,Dyke Dynasty (W25),3,,,8
2/12/2025 19:40:00,Charcoochie (W25),1,Purple Pain (W25),2,,,8
2/12/2025 19:40:00,Pulp Friction (W25),2,Ice Dykes (W25),2,,,8
2/12/2025 20:00:00,Dyke Dynasty (W25),0,Red Light District (W25),5,,,8
2/12/2025 20:00:00,It's the cLIME (W25),0,My Chemical Throwmance (W25),4,,,8
2/12/2025 20:20:00,Call Me Navy (W25),2,Macaroni in a Pot (W25),1,,,8
2/12/2025 20:20:00,Mary Wannas (W25),0,Charcoochie (W25),3,,,8
2/12/2025 20:40:00,Buns of Teal (W25),4,Pulp Friction (W25),1,,,8
2/12/2025 20:40:00,Purple Pain (W25),3,It's the cLIME (W25),1,,,8
2/16/2025 16:15:00,PATH to Poundtown (W25),3,Sixual Tension (W25),4,,,6
2/16/2025 16:15:00,QTs (W25),9,Big D (train) Energy (W25),1,,,6
2/16/2025 16:35:00,QTs (W25),3,Sixual Tension (W25),1,,,6
2/16/2025 16:35:00,Reese's Pieces (W25),0,2 Girls 1 Train (W25),6,,,6
2/16/2025 16:55:00,Big D (train) Energy (W25),0,2 Girls 1 Train (W25),10,,,6
2/16/2025 16:55:00,PATH to Poundtown (W25),5,Reese's Pieces (W25),2,,,8
2/19/2025 19:00:00,My Chemical Throwmance (W25),5,Pulp Friction (W25),0,,,8
2/19/2025 19:00:00,Purple Pain (W25),2,Buns of Teal (W25),2,,,8
2/19/2025 19:20:00,Ice Dykes (W25),4,Dyke Dynasty (W25),0,,,8
2/19/2025 19:20:00,Mary Wannas (W25),4,Call Me Navy (W25),1,,,8
2/19/2025 19:40:00,Buns of Teal (W25),1,My Chemical Throwmance (W25),4,,,8
2/19/2025 19:40:00,Pulp Friction (W25),2,Macaroni in a Pot (W25),2,,,8
2/19/2025 20:00:00,Dyke Dynasty (W25),1,Charcoochie (W25),3,,,8
2/19/2025 20:00:00,Red Light District (W25),2,It's the cLIME (W25),3,,,8
2/19/2025 20:20:00,Call Me Navy (W25),2,Purple Pain (W25),2,,,8
2/19/2025 20:20:00,Macaroni in a Pot (W25),1,Ice Dykes (W25),3,,,8
2/19/2025 20:40:00,Charcoochie (W25),3,Red Light District (W25),3,,,8
2/19/2025 20:40:00,It's the cLIME (W25),2,Mary Wannas (W25),3,,,8
2/23/2025 16:15:00,2 Girls 1 Train (W25),4,PATH to Poundtown (W25),2,,,6
2/23/2025 16:15:00,Reese's Pieces (W25),1,Big D (train) Energy (W25),6,,,6
2/23/2025 16:35:00,Big D (train) Energy (W25),4,Sixual Tension (W25),4,,,6
2/23/2025 16:35:00,PATH to Poundtown (W25),2,QTs (W25),3,,,8
2/23/2025 16:55:00,QTs (W25),7,Reese's Pieces (W25),0,,,8
2/23/2025 16:55:00,Sixual Tension (W25),4,2 Girls 1 Train (W25),3,,,6
2/26/2025 19:00:00,Call Me Navy (W25),1,Red Light District (W25),4,,,8
2/26/2025 19:00:00,Charcoochie (W25),3,Ice Dykes (W25),1,,,8
2/26/2025 19:20:00,Buns of Teal (W25),3,Mary Wannas (W25),2,,,8
2/26/2025 19:20:00,My Chemical Throwmance (W25),5,Macaroni in a Pot (W25),1,,,8
2/26/2025 19:40:00,Charcoochie (W25),2,It's the cLIME (W25),1,,,8
2/26/2025 19:40:00,Pulp Friction (W25),3,Purple Pain (W25),1,,,8
2/26/2025 20:00:00,Dyke Dynasty (W25),4,Call Me Navy (W25),0,,,8
2/26/2025 20:00:00,Red Light District (W25),1,Buns of Teal (W25),6,,,8
2/26/2025 20:20:00,Ice Dykes (W25),3,My Chemical Throwmance (W25),1,,,8
2/26/2025 20:20:00,Mary Wannas (W25),2,Pulp Friction (W25),4,,,8
2/26/2025 20:40:00,It's the cLIME (W25),0,Dyke Dynasty (W25),5,,,8
2/26/2025 20:40:00,Purple Pain (W25),3,Macaroni in a Pot (W25),2,,,8
3/2/2025 16:15:00,QTs (W25),3,2 Girls 1 Train (W25),3,,,6
3/2/2025 16:15:00,Sixual Tension (W25),4,PATH to Poundtown (W25),3,,,6
3/2/2025 16:35:00,Big D (train) Energy (W25),3,QTs (W25),4,,,6
3/2/2025 16:35:00,Reese's Pieces (W25),1,Sixual Tension (W25),6,,,6
3/2/2025 16:55:00,2 Girls 1 Train (W25),7,Reese's Pieces (W25),0,,,6
3/2/2025 16:55:00,PATH to Poundtown (W25),5,Big D (train) Energy (W25),1,,,6
3/5/2025 19:00:00,Call Me Navy (W25),2,Charcoochie (W25),3,,,8
3/5/2025 19:00:00,Red Light District (W25),2,Macaroni in a Pot (W25),4,,,8
3/5/2025 19:20:00,Dyke Dynasty (W25),3,Pulp Friction (W25),0,,,8
3/5/2025 19:20:00,Mary Wannas (W25),2,My Chemical Throwmance (W25),2,,,8
3/5/2025 19:40:00,Ice Dykes (W25),1,Purple Pain (W25),3,,,8
3/5/2025 19:40:00,It's the cLIME (W25),2,Call Me Navy (W25),2,,,8
3/5/2025 20:00:00,Charcoochie (W25),1,Buns of Teal (W25),3,,,8
3/5/2025 20:00:00,Macaroni in a Pot (W25),2,Mary Wannas (W25),2,,,8
3/5/2025 20:20:00,Purple Pain (W25),3,My Chemical Throwmance (W25),2,,,8
3/5/2025 20:20:00,Red Light District (W25),1,Pulp Friction (W25),3,,,8
3/5/2025 20:40:00,Buns of Teal (W25),2,Dyke Dynasty (W25),3,,,8
3/5/2025 20:40:00,It's the cLIME (W25),2,Ice Dykes (W25),2,,,8
3/9/2025 16:15:00,Big D (train) Energy (W25),5,2 Girls 1 Train (W25),2,,,6
3/9/2025 16:15:00,QTs (W25),4,PATH to Poundtown (W25),1,,,8
3/9/2025 16:35:00,Reese's Pieces (W25),0,PATH to Poundtown (W25),7,,,8
3/9/2025 16:35:00,Sixual Tension (W25),4,QTs (W25),4,,,6
3/9/2025 16:55:00,2 Girls 1 Train (W25),4,Sixual Tension (W25),5,,,6
3/9/2025 16:55:00,Big D (train) Energy (W25),8,Reese's Pieces (W25),0,,,6
3/12/2025 19:00:00,Call Me Navy (W25),1,Ice Dykes (W25),4,,,8
3/12/2025 19:00:00,Purple Pain (W25),2,Mary Wannas (W25),4,,,8
3/12/2025 19:20:00,Buns of Teal (W25),2,It's the cLIME (W25),2,,,8
3/12/2025 19:20:00,Pulp Friction (W25),3,Charcoochie (W25),1,,,8
3/12/2025 19:40:00,Macaroni in a Pot (W25),3,Dyke Dynasty (W25),2,,,8
3/12/2025 19:40:00,My Chemical Throwmance (W25),6,Red Light District (W25),1,,,8
3/12/2025 20:00:00,Mary Wannas (W25),2,Ice Dykes (W25),3,,,8
3/12/2025 20:00:00,Pulp Friction (W25),4,It's the cLIME (W25),2,,,8
3/12/2025 20:20:00,Buns of Teal (W25),4,Call Me Navy (W25),0,,,8
3/12/2025 20:20:00,Red Light District (W25),2,Purple Pain (W25),3,,,8
3/12/2025 20:40:00,Dyke Dynasty (W25),0,My Chemical Throwmance (W25),5,,,8
3/12/2025 20:40:00,Macaroni in a Pot (W25),2,Charcoochie (W25),3,,,8
3/16/2025 16:15:00,2 Girls 1 Train (W25),9,Reese's Pieces (W25),0,,1,6
3/16/2025 16:15:00,PATH to Poundtown (W25),4,Big D (train) Energy (W25),2,,1,6
3/16/2025 16:35:00,QTs (W25),2,PATH to Poundtown (W25),3,,1,8
3/16/2025 16:35:00,Sixual Tension (W25),2,2 Girls 1 Train (W25),5,,1,6
3/16/2025 16:55:00,PATH to Poundtown (W25),5,2 Girls 1 Train (W25),3,,1,6
4/27/2025 16:35:00,Gaydes (S25),7,Serving Cunt(ress) (S25),0,,,6
4/27/2025 16:35:00,Thunder Cunts (S25),3,DioNasties (S25),3,,,6
4/27/2025 16:55:00,Aphrodisiacs (S25),1,Thunder Cunts (S25),7,,,6
4/27/2025 16:55:00,ur mom (S25),4,DioNasties (S25),2,,,6
4/27/2025 17:15:00,Aphrodisiacs (S25),2,Gaydes (S25),4,,,6
4/27/2025 17:15:00,ur mom (S25),5,Serving Cunt(ress) (S25),2,,,6
4/30/2025 19:00:00,Citrus Got Real (S25),3,Dandy Lions (S25),3,,,8
4/30/2025 19:00:00,U-Haul Red-y (S25),1,Extra Virgin Olive Oil (S25),3,,,8
4/30/2025 19:20:00,Hoedrangeas (S25),1,Snowmosexuals (S25),3,,,8
4/30/2025 19:20:00,Winner Mintality (S25),4,The Garden Hoes (S25),0,,,8
4/30/2025 19:40:00,Carrot Tops (S25),2,Lavender Menaces (S25),3,,,8
4/30/2025 19:40:00,Pop-Off-y Seeds (S25),2,Pink Peony Club (S25),1,,,8
4/30/2025 20:00:00,Dandy Lions (S25),4,Extra Virgin Olive Oil (S25),1,,,8
4/30/2025 20:00:00,Snowmosexuals (S25),3,Citrus Got Real (S25),2,,,8
4/30/2025 20:20:00,Lavender Menaces (S25),3,Pop-Off-y Seeds (S25),2,,,8
4/30/2025 20:20:00,U-Haul Red-y (S25),4,Pink Peony Club (S25),1,,,8
4/30/2025 20:40:00,Hoedrangeas (S25),1,Winner Mintality (S25),3,,,8
4/30/2025 20:40:00,The Garden Hoes (S25),3,Carrot Tops (S25),1,,,8
5/4/2025 16:35:00,DioNasties (S25),4,Aphrodisiacs (S25),1,,,6
5/4/2025 16:35:00,Serving Cunt(ress) (S25),1,Thunder Cunts (S25),5,,,6
5/4/2025 16:55:00,Aphrodisiacs (S25),3,ur mom (S25),4,,,6
5/4/2025 16:55:00,Thunder Cunts (S25),5,Gaydes (S25),0,,,6
5/4/2025 17:15:00,Serving Cunt(ress) (S25),0,DioNasties (S25),5,,,6
5/4/2025 17:15:00,ur mom (S25),5,Gaydes (S25),0,,,6
5/7/2025 19:00:00,Pop-Off-y Seeds (S25),0,The Garden Hoes (S25),5,,,8
5/7/2025 19:00:00,Snowmosexuals (S25),2,Dandy Lions (S25),3,,,8
5/7/2025 19:20:00,Extra Virgin Olive Oil (S25),3,Winner Mintality (S25),1,,,8
5/7/2025 19:20:00,Lavender Menaces (S25),2,U-Haul Red-y (S25),3,,,8
5/7/2025 19:40:00,Carrot Tops (S25),4,Hoedrangeas (S25),0,,,8
5/7/2025 19:40:00,The Garden Hoes (S25),2,Pink Peony Club (S25),2,,,8
5/7/2025 20:00:00,Citrus Got Real (S25),0,Winner Mintality (S25),3,,,8
5/7/2025 20:00:00,U-Haul Red-y (S25),1,Dandy Lions (S25),3,,,8
5/7/2025 20:20:00,Extra Virgin Olive Oil (S25),2,Snowmosexuals (S25),2,,,8
5/7/2025 20:20:00,Hoedrangeas (S25),2,Pop-Off-y Seeds (S25),1,,,8
5/7/2025 20:40:00,Citrus Got Real (S25),3,Carrot Tops (S25),2,,,8
5/7/2025 20:40:00,Pink Peony Club (S25),2,Lavender Menaces (S25),0,,,8
5/11/2025 16:35:00,Aphrodisiacs (S25),8,Serving Cunt(ress) (S25),0,,,6
5/11/2025 16:35:00,Gaydes (S25),5,DioNasties (S25),1,,,6
5/11/2025 16:55:00,Aphrodisiacs (S25),3,Thunder Cunts (S25),4,,,6
5/11/2025 16:55:00,DioNasties (S25),4,ur mom (S25),1,,,6
5/11/2025 17:15:00,Serving Cunt(ress) (S25),2,Gaydes (S25),6,,,6
5/11/2025 17:15:00,Thunder Cunts (S25),5,ur mom (S25),2,,,6
5/14/2025 19:00:00,Citrus Got Real (S25),1,Pink Peony Club (S25),2,,,8
5/14/2025 19:00:00,Hoedrangeas (S25),2,Lavender Menaces (S25),3,,,8
5/14/2025 19:20:00,Extra Virgin Olive Oil (S25),2,Pop-Off-y Seeds (S25),3,,,8
5/14/2025 19:20:00,Winner Mintality (S25),2,Dandy Lions (S25),2,,,8
5/14/2025 19:40:00,Carrot Tops (S25),2,Extra Virgin Olive Oil (S25),3,,,8
5/14/2025 19:40:00,Pink Peony Club (S25),4,Hoedrangeas (S25),0,,,8
5/14/2025 20:00:00,Lavender Menaces (S25),4,The Garden Hoes (S25),1,,,8
5/14/2025 20:00:00,U-Haul Red-y (S25),4,Snowmosexuals (S25),1,,,
5/14/2025 20:20:00,Dandy Lions (S25),2,Carrot Tops (S25),2,,,8
5/14/2025 20:20:00,Pop-Off-y Seeds (S25),3,Citrus Got Real (S25),1,,,8
5/14/2025 20:40:00,The Garden Hoes (S25),1,U-Haul Red-y (S25),4,,,8
5/14/2025 20:40:00,Winner Mintality (S25),2,Snowmosexuals (S25),2,,,8
5/18/2025 16:35:00,DioNasties (S25),2,Serving Cunt(ress) (S25),5,,,6
5/18/2025 16:35:00,ur mom (S25),2,Aphrodisiacs (S25),5,,,
5/18/2025 16:55:00,Gaydes (S25),4,Aphrodisiacs (S25),2,,,6
5/18/2025 16:55:00,Thunder Cunts (S25),4,DioNasties (S25),2,,,
5/18/2025 17:15:00,Gaydes (S25),5,Thunder Cunts (S25),2,,,6
5/18/2025 17:15:00,Serving Cunt(ress) (S25),4,ur mom (S25),4,,,6
5/21/2025 19:00:00,Carrot Tops (S25),1,Snowmosexuals (S25),4,,,8
5/21/2025 19:00:00,Extra Virgin Olive Oil (S25),2,Lavender Menaces (S25),1,,,8
5/21/2025 19:20:00,Citrus Got Real (S25),6,The Garden Hoes (S25),0,,,8
5/21/2025 19:20:00,Dandy Lions (S25),4,Pink Peony Club (S25),0,,,8
5/21/2025 19:40:00,Snowmosexuals (S25),5,Pop-Off-y Seeds (S25),0,,,8
5/21/2025 19:40:00,U-Haul Red-y (S25),4,Hoedrangeas (S25),1,,,8
5/21/2025 20:00:00,Pink Peony Club (S25),0,Extra Virgin Olive Oil (S25),4,,,8
5/21/2025 20:00:00,Winner Mintality (S25),4,Carrot Tops (S25),0,,,8
5/21/2025 20:20:00,Lavender Menaces (S25),0,Citrus Got Real (S25),6,,,8
5/21/2025 20:20:00,Pop-Off-y Seeds (S25),0,Dandy Lions (S25),6,,,
5/21/2025 20:40:00,The Garden Hoes (S25),2,Hoedrangeas (S25),2,,,8
5/21/2025 20:40:00,Winner Mintality (S25),3,U-Haul Red-y (S25),2,,,8
6/1/2025 16:35:00,Aphrodisiacs (S25),0,DioNasties (S25),5,,,6
6/1/2025 16:35:00,Thunder Cunts (S25),7,Serving Cunt(ress) (S25),0,,,6
6/1/2025 16:35:00,Thunder Cunts (S25),7,Serving Cunt(ress) (S25),0,,,
6/1/2025 16:35:00,Aphrodisiacs (S25),0,DioNasties (S25),5,,,
6/1/2025 16:55:00,DioNasties (S25),3,Gaydes (S25),2,,,6
6/1/2025 16:55:00,ur mom (S25),3,Thunder Cunts (S25),3,,,6
6/1/2025 16:55:00,ur mom (S25),3,Thunder Cunts (S25),3,,,
6/1/2025 16:55:00,DioNasties (S25),3,Gaydes (S25),2,,,
6/1/2025 17:15:00,Gaydes (S25),1,ur mom (S25),5,,,6
6/1/2025 17:15:00,Serving Cunt(ress) (S25),5,Aphrodisiacs (S25),0,,,6
6/1/2025 17:15:00,Gaydes (S25),1,ur mom (S25),5,,,
6/1/2025 17:15:00,Serving Cunt(ress) (S25),5,Aphrodisiacs (S25),0,,,
6/8/2025 16:35:00,DioNasties (S25),3,Thunder Cunts (S25),5,,,6
6/8/2025 16:35:00,ur mom (S25),6,Serving Cunt(ress) (S25),1,,,6
6/8/2025 16:35:00,DioNasties (S25),3,Thunder Cunts (S25),5,,,
6/8/2025 16:35:00,ur mom (S25),6,Serving Cunt(ress) (S25),1,,,
6/8/2025 16:55:00,DioNasties (S25),1,ur mom (S25),5,,,6
6/8/2025 16:55:00,Gaydes (S25),7,Aphrodisiacs (S25),0,,,6
6/8/2025 16:55:00,Gaydes (S25),7,Aphrodisiacs (S25),0,,,
6/8/2025 16:55:00,DioNasties (S25),1,ur mom (S25),5,,,
6/8/2025 17:15:00,Serving Cunt(ress) (S25),0,Gaydes (S25),9,,,6
6/8/2025 17:15:00,Thunder Cunts (S25),5,Aphrodisiacs (S25),1,,,6
6/8/2025 17:15:00,Serving Cunt(ress) (S25),0,Gaydes (S25),9,,,
6/8/2025 17:15:00,Thunder Cunts (S25),5,Aphrodisiacs (S25),1,,,
7/12/2025 8:55:00,Gridlock Boston,1,Empire Boston,6,,,6
7/12/2025 9:20:00,Empire Boston,6,Big Apple Bottoms,0,,,6
7/12/2025 10:35:00,Big Apple Bottoms,2,Gridlock Boston,4,,,6
7/12/2025 12:25:00,Empire Boston,3,Subway Surfers,1,,1,6
7/20/2025 15:30:00,Drill (Su25),2,Tool Belt (Su25),3,,,6
7/20/2025 15:30:00,Stud Finder (Su25),3,Loose Screw (Su25),1,,,6
7/20/2025 15:50:00,Loose Screw (Su25),2,Drill (Su25),3,,,6
7/20/2025 15:50:00,Stud Finder (Su25),3,Tool Belt (Su25),2,,,6
7/20/2025 16:10:00,Drill (Su25),3,Stud Finder (Su25),1,,,6
7/20/2025 16:10:00,Tool Belt (Su25),3,Loose Screw (Su25),2,,,6
7/23/2025 19:00:00,GayTorade (Su25),0,Dark Roast Doms (Su25),4,,,8
7/23/2025 19:00:00,The Bloody Marys (Su25),1,Cinnamint Toast Munch (Su25),2,,,8
7/23/2025 19:20:00,Green Eggs and Sam (Su25),2,Jolly Green Gays (Su25),3,,,8
7/23/2025 19:20:00,Purple P***y Eaters (Su25),2,Ferociously Fruity Pebbles (Su25),2,,,8
7/23/2025 19:40:00,Cinnamint Toast Munch (Su25),0,Yolked & Choked (Su25),4,,,8
7/23/2025 19:40:00,Dark Roast Doms (Su25),3,Captain Munch (Su25),1,,,8
7/23/2025 20:00:00,Ferociously Fruity Pebbles (Su25),0,The Bloody Marys (Su25),4,,,8
7/23/2025 20:00:00,GayTorade (Su25),1,Purple P***y Eaters (Su25),3,,,8
7/23/2025 20:20:00,Captain Munch (Su25),3,Jolly Green Gays (Su25),1,,,8
7/27/2025 15:30:00,Loose Screw (Su25),2,Tool Belt (Su25),4,,,6
7/27/2025 15:30:00,Stud Finder (Su25),3,Drill (Su25),2,,,6
7/27/2025 15:50:00,Drill (Su25),0,Loose Screw (Su25),5,,,6
7/27/2025 15:50:00,Tool Belt (Su25),3,Stud Finder (Su25),2,,,6
7/27/2025 16:10:00,Loose Screw (Su25),0,Stud Finder (Su25),5,,,6
7/27/2025 16:10:00,Tool Belt (Su25),1,Drill (Su25),4,,,6
7/30/2025 19:00:00,Cinnamint Toast Munch (Su25),4,Green Eggs and Sam (Su25),0,,,8
7/30/2025 19:00:00,GayTorade (Su25),1,Yolked & Choked (Su25),2,,,8
7/30/2025 19:20:00,Dark Roast Doms (Su25),0,The Bloody Marys (Su25),3,,,8
7/30/2025 19:20:00,Purple P***y Eaters (Su25),0,Captain Munch (Su25),5,,,8
7/30/2025 19:40:00,Jolly Green Gays (Su25),0,Cinnamint Toast Munch (Su25),5,,,8
7/30/2025 19:40:00,Yolked & Choked (Su25),3,Ferociously Fruity Pebbles (Su25),0,,,8
7/30/2025 20:00:00,Captain Munch (Su25),4,Green Eggs and Sam (Su25),1,,,8
7/30/2025 20:00:00,The Bloody Marys (Su25),0,GayTorade (Su25),3,,,8
7/30/2025 20:20:00,Ferociously Fruity Pebbles (Su25),1,Jolly Green Gays (Su25),3,,,8
7/30/2025 20:20:00,Purple P***y Eaters (Su25),3,Dark Roast Doms (Su25),0,,,8
8/3/2025 15:30:00,Drill (Su25),2,Stud Finder (Su25),3,,,6
8/3/2025 15:30:00,Loose Screw (Su25),3,Tool Belt (Su25),2,,,6
8/3/2025 15:50:00,Drill (Su25),1,Tool Belt (Su25),4,,,6
8/3/2025 15:50:00,Stud Finder (Su25),4,Loose Screw (Su25),1,,,6
8/3/2025 16:10:00,Loose Screw (Su25),3,Drill (Su25),2,,,6
8/3/2025 16:10:00,Tool Belt (Su25),5,Stud Finder (Su25),1,,,6
8/6/2025 19:00:00,Jolly Green Gays (Su25),2,GayTorade (Su25),2,,,8
8/6/2025 19:00:00,The Bloody Marys (Su25),1,Captain Munch (Su25),2,,,8
8/6/2025 19:20:00,Ferociously Fruity Pebbles (Su25),1,Cinnamint Toast Munch (Su25),3,,,8
8/6/2025 19:20:00,Purple P***y Eaters (Su25),4,Yolked & Choked (Su25),2,,,8
8/6/2025 19:40:00,Dark Roast Doms (Su25),2,Jolly Green Gays (Su25),3,,,8
8/6/2025 19:40:00,GayTorade (Su25),1,Green Eggs and Sam (Su25),3,,,8
8/6/2025 20:00:00,Captain Munch (Su25),1,Cinnamint Toast Munch (Su25),1,,,8
8/6/2025 20:00:00,The Bloody Marys (Su25),1,Purple P***y Eaters (Su25),3,,,8
8/6/2025 20:20:00,Green Eggs and Sam (Su25),1,Ferociously Fruity Pebbles (Su25),2,,,8
8/6/2025 20:20:00,Yolked & Choked (Su25),2,Dark Roast Doms (Su25),4,,,8
8/10/2025 15:30:00,Loose Screw (Su25),3,Stud Finder (Su25),2,,,6
8/10/2025 15:50:00,Drill (Su25),3,Loose Screw (Su25),1,,,6
8/10/2025 15:50:00,Stud Finder (Su25),2,Tool Belt (Su25),1,,,6
8/10/2025 16:10:00,Stud Finder (Su25),4,Drill (Su25),1,,,6
8/10/2025 16:10:00,Tool Belt (Su25),2,Loose Screw (Su25),1,,,6
8/10/2025 17:00:00,Better Late Than Never,0,Clit Bait Tourney,5,,,6
8/10/2025 17:00:00,Sizzorhood,2,Sticky Fingers,3,,,6
8/10/2025 17:25:00,Clit Bait Tourney,4,The Fantastic Flore,1,,,6
8/10/2025 17:25:00,Sticky Fingers,4,Substantial Women,2,,,6
8/10/2025 17:50:00,Sizzorhood,3,Better Late Than Never,2,,,6
8/10/2025 17:50:00,Substantial Women,5,The Fantastic Flore,2,,,6
8/10/2025 18:15:00,Better Late Than Never,4,Sticky Fingers,1,,,6
8/10/2025 18:15:00,Substantial Women,5,Clit Bait Tourney,2,,,6
8/10/2025 18:55:00,Better Late Than Never,4,Substantial Women,2,,,6
8/10/2025 18:55:00,The Fantastic Flore,2,Sizzorhood,3,,,6
