Time,Team 1,Score 1,Team 2,Score 2,Outcome Only,Tournament,Number of Players
8/10/2025 19:20:00,Sizzorhood,5,Clit Bait Tourney,1,,,6
8/10/2025 19:20:00,Sticky Fingers,4,The Fantastic Flore,1,,,6
8/10/2025 19:45:00,Clit Bait Tourney,4,Sticky Fingers,2,,,6
8/10/2025 19:45:00,Substantial Women,2,Sizzorhood,5,,,6
8/10/2025 20:10:00,The Fantastic Flore,5,Better Late Than Never,1,,,6
8/13/2025 19:00:00,Captain Munch (Su25),4,Ferociously Fruity Pebbles (Su25),1,,,8
8/13/2025 19:00:00,Jolly Green Gays (Su25),3,Purple P***y Eaters (Su25),1,,,8
8/13/2025 19:20:00,Cinnamint Toast Munch (Su25),4,GayTorade (Su25),0,,,8
8/13/2025 19:20:00,Green Eggs and Sam (Su25),2,Dark Roast Doms (Su25),2,,,8
8/13/2025 19:40:00,Jolly Green Gays (Su25),1,The Bloody Marys (Su25),2,,,8
8/13/2025 19:40:00,Yolked & Choked (Su25),1,Captain Munch (Su25),3,,,8
8/13/2025 20:00:00,GayTorade (Su25),2,Ferociously Fruity Pebbles (Su25),2,,,8
8/13/2025 20:00:00,Green Eggs and Sam (Su25),2,Purple P***y Eaters (Su25),1,,,8
8/13/2025 20:20:00,Dark Roast Doms (Su25),1,Cinnamint Toast Munch (Su25),2,,,8
8/13/2025 20:20:00,Yolked & Choked (Su25),1,The Bloody Marys (Su25),4,,,8
8/17/2025 15:30:00,Drill (Su25),2,Stud Finder (Su25),2,,,6
8/17/2025 15:30:00,Loose Screw (Su25),2,Tool Belt (Su25),1,,,6
8/17/2025 15:50:00,Drill (Su25),0,Tool Belt (Su25),5,,,6
8/17/2025 15:50:00,Stud Finder (Su25),3,Loose Screw (Su25),1,,,6
8/17/2025 16:10:00,Loose Screw (Su25),0,Drill (Su25),3,,,6
8/17/2025 16:10:00,Tool Belt (Su25),3,Stud Finder (Su25),1,,,6
8/17/2025 17:00:00,Sticky Fingers,1,The Fantastic Flore,0,1,1,6
8/17/2025 17:25:00,Sticky Fingers,0,Clit Bait Tourney,1,1,1,6
8/17/2025 17:25:00,Substantial Women,1,Sizzorhood,0,1,1,6
8/17/2025 17:50:00,Sticky Fingers,1,Better Late Than Never,0,1,1,6
8/17/2025 17:50:00,The Fantastic Flore,0,Sizzorhood,1,1,1,6
8/17/2025 18:15:00,Sticky Fingers,1,Sizzorhood,0,1,1,6
8/17/2025 18:15:00,Substantial Women,0,Clit Bait Tourney,1,1,1,6
8/17/2025 18:40:00,Substantial Women,1,Sticky Fingers,0,1,1,6
8/17/2025 19:05:00,Substantial Women,0,Clit Bait Tourney,1,1,1,6
8/20/2025 19:00:00,Captain Munch (Su25),2,GayTorade (Su25),2,,,8
8/20/2025 19:00:00,Yolked & Choked (Su25),2,Jolly Green Gays (Su25),3,,,8
8/20/2025 19:20:00,Cinnamint Toast Munch (Su25),4,The Bloody Marys (Su25),2,,,8
8/20/2025 19:20:00,Ferociously Fruity Pebbles (Su25),2,Purple P***y Eaters (Su25),2,,,8
8/20/2025 19:40:00,Dark Roast Doms (Su25),5,GayTorade (Su25),1,,,8
8/20/2025 19:40:00,Green Eggs and Sam (Su25),3,Yolked & Choked (Su25),1,,,8
8/20/2025 20:00:00,Jolly Green Gays (Su25),3,Captain Munch (Su25),1,,,8
8/20/2025 20:00:00,Purple P***y Eaters (Su25),0,Cinnamint Toast Munch (Su25),4,,,8
8/20/2025 20:20:00,Ferociously Fruity Pebbles (Su25),0,Dark Roast Doms (Su25),3,,,8
8/20/2025 20:20:00,The Bloody Marys (Su25),1,Green Eggs and Sam (Su25),1,,,8
8/24/2025 15:30:00,Drill (Su25),1,Loose Screw (Su25),2,,,6
8/24/2025 15:30:00,Stud Finder (Su25),2,Tool Belt (Su25),2,,,6
8/24/2025 15:50:00,Stud Finder (Su25),4,Drill (Su25),1,,,6
8/24/2025 15:50:00,Tool Belt (Su25),3,Loose Screw (Su25),2,,,6
8/24/2025 16:10:00,Loose Screw (Su25),2,Stud Finder (Su25),2,,,6
8/24/2025 16:10:00,Tool Belt (Su25),3,Drill (Su25),2,,,6
8/27/2025 19:00:00,Green Eggs and Sam (Su25),0,GayTorade (Su25),1,1,1,8
8/27/2025 19:00:00,Yolked & Choked (Su25),1,Ferociously Fruity Pebbles (Su25),0,1,1,8
8/27/2025 19:20:00,Dark Roast Doms (Su25),0,Purple P***y Eaters (Su25),1,1,1,8
8/27/2025 19:20:00,Jolly Green Gays (Su25),1,The Bloody Marys (Su25),0,1,1,8
8/27/2025 19:40:00,Captain Munch (Su25),0,Yolked & Choked (Su25),1,1,1,8
8/27/2025 19:40:00,Cinnamint Toast Munch (Su25),1,GayTorade (Su25),0,1,1,8
8/27/2025 20:00:00,Dark Roast Doms (Su25),1,Ferociously Fruity Pebbles (Su25),0,1,1,8
8/27/2025 20:20:00,Cinnamint Toast Munch (Su25),0,Purple P***y Eaters (Su25),1,1,1,8
8/27/2025 20:20:00,Yolked & Choked (Su25),1,Jolly Green Gays (Su25),0,1,1,8
8/27/2025 20:40:00,Green Eggs and Sam (Su25),1,Dark Roast Doms (Su25),0,1,1,8
8/29/2025 12:03:00,Gridlock Nola,1,Empire Nola,3,,1,6
9/7/2025 15:30:00,Stud Finder (Su25),3,Loose Screw (Su25),1,,1,6
9/7/2025 15:30:00,Tool Belt (Su25),2,Drill (Su25),3,,1,6
9/7/2025 15:50:00,Loose Screw (Su25),3,Tool Belt (Su25),2,,1,6
9/7/2025 15:50:00,Stud Finder (Su25),5,Drill (Su25),0,,1,6
9/7/2025 16:10:00,Loose Screw (Su25),1,Drill (Su25),0,1,1,6
9/7/2025 16:30:00,Stud Finder (Su25),1,Loose Screw (Su25),0,1,1,6
10/12/2025 15:30:00,Gengar (F25),5,Charmander (F25),1,,,6
10/12/2025 15:30:00,Lickitung (F25),2,Articuno (F25),3,,,6
10/12/2025 15:50:00,Cubone (F25),1,Gengar (F25),4,,,6
10/12/2025 16:10:00,Charmander (F25),2,Articuno (F25),4,,,6
10/12/2025 16:10:00,Lickitung (F25),3,Cubone (F25),3,,,6
10/19/2025 15:30:00,Charmander (F25),3,Cubone (F25),2,,,6
10/19/2025 15:30:00,Gengar (F25),3,Lickitung (F25),2,,,
10/19/2025 15:50:00,Cubone (F25),2,Articuno (F25),3,,,6
10/19/2025 16:10:00,Articuno (F25),1,Gengar (F25),4,,,6
10/19/2025 16:10:00,Lickitung (F25),3,Charmander (F25),3,,,6
10/26/2025 15:30:00,Articuno (F25),3,Lickitung (F25),3,,,6
10/26/2025 15:30:00,Gengar (F25),2,Cubone (F25),5,,,6
10/26/2025 15:50:00,Articuno (F25),3,Charmander (F25),4,,,6
10/26/2025 16:10:00,Charmander (F25),5,Gengar (F25),1,,,6
10/26/2025 16:10:00,Cubone (F25),2,Lickitung (F25),3,,,6
10/29/2025 19:00:00,Cunt Dracula (F25),1,Count Von Cunt (F25),2,,,8
10/29/2025 19:00:00,Howlsexuals (F25),5,Dykeness Monsters (F25),1,,,8
10/29/2025 19:20:00,And They Were Broomates (F25),1,Hump Her Stiltskin (F25),2,,,8
10/29/2025 19:20:00,Peach Gobblers (F25),3,Fearmint (F25),3,,,8
10/29/2025 19:40:00,Count Von Cunt (F25),2,Yeti Set Go (F25),2,,,8
10/29/2025 19:40:00,Dykeness Monsters (F25),1,Ghouls Gone Wild (F25),6,,,8
10/29/2025 20:00:00,Fearmint (F25),2,And They Were Broomates (F25),1,,,8
10/29/2025 20:00:00,Howlsexuals (F25),4,Cunt Dracula (F25),1,,,8
10/29/2025 20:20:00,Ghouls Gone Wild (F25),2,Hump Her Stiltskin (F25),3,,,8
10/29/2025 20:20:00,Yeti Set Go (F25),3,Peach Gobblers (F25),2,,,8
11/2/2025 15:30:00,Charmander (F25),5,Lickitung (F25),1,,,6
11/2/2025 15:30:00,Gengar (F25),5,Articuno (F25),0,,,6
11/2/2025 15:50:00,Cubone (F25),2,Charmander (F25),5,,,6
11/2/2025 16:10:00,Cubone (F25),5,Articuno (F25),1,,,6
11/2/2025 16:10:00,Lickitung (F25),2,Gengar (F25),3,,,6
11/5/2025 19:00:00,Ghouls Gone Wild (F25),1,And They Were Broomates (F25),4,,,8
11/5/2025 19:00:00,Hump Her Stiltskin (F25),1,Peach Gobblers (F25),2,,,8
11/5/2025 19:20:00,Dykeness Monsters (F25),2,Yeti Set Go (F25),3,,,8
11/5/2025 19:20:00,Howlsexuals (F25),4,Fearmint (F25),1,,,8
11/5/2025 19:40:00,Count Von Cunt (F25),0,Hump Her Stiltskin (F25),4,,,8
11/5/2025 19:40:00,Cunt Dracula (F25),1,Ghouls Gone Wild (F25),4,,,8
11/5/2025 20:00:00,Peach Gobblers (F25),3,And They Were Broomates (F25),1,,,8
11/5/2025 20:00:00,Yeti Set Go (F25),0,Howlsexuals (F25),4,,,8
11/5/2025 20:20:00,Cunt Dracula (F25),4,Dykeness Monsters (F25),1,,,8
11/5/2025 20:20:00,Fearmint (F25),3,Count Von Cunt (F25),1,,,8
11/8/2025 9:00:00,Clit Bait Charity,1,Wetness Protection Program,3,,,8
11/8/2025 9:00:00,Gridlock Charity,2,Itty Bitty Char(titty) Committee,1,,,8
11/8/2025 9:20:00,Mixed Bag,0,Service Tops,2,,,8
11/8/2025 9:20:00,Wetness Protection Program,3,Gridlock Charity,0,,,8
11/8/2025 9:40:00,Clit Bait Charity,3,Mixed Bag,0,,,8
11/8/2025 10:00:00,Itty Bitty Char(titty) Committee,2,Clit Bait Charity,2,,,8
11/8/2025 10:00:00,Mixed Bag,0,Wetness Protection Program,5,,,8
11/8/2025 10:20:00,Gridlock Charity,2,Service Tops,1,,,8
11/8/2025 10:20:00,Wetness Protection Program,2,Itty Bitty Char(titty) Committee,0,,,8
11/8/2025 10:40:00,Clit Bait Charity,3,Service Tops,1,,,8
11/8/2025 10:40:00,Mixed Bag,0,Gridlock Charity,3,,,8
11/8/2025 11:00:00,Itty Bitty Char(titty) Committee,2,Mixed Bag,1,,,8
11/8/2025 11:00:00,Service Tops,0,Wetness Protection Program,4,,,8
11/8/2025 11:20:00,Gridlock Charity,2,Clit Bait Charity,2,,,8
11/8/2025 11:50:00,Clit Bait Charity,2,Mixed Bag,0,,1,8
11/8/2025 11:50:00,Service Tops,1,Itty Bitty Char(titty) Committee,2,,1,8
11/8/2025 12:10:00,Gridlock Charity,0,Clit Bait Charity,2,,1,8
11/8/2025 12:10:00,Wetness Protection Program,2,Itty Bitty Char(titty) Committee,0,,1,8
11/8/2025 12:30:00,Wetness Protection Program,3,Clit Bait Charity,1,,1,8
11/12/2025 19:00:00,Yeti Set Go (F25),3,Cunt Dracula (F25),1,,,8
11/12/2025 19:00:00,Howlsexuals (F25),2,And They Were Broomates (F25),2,,,8
11/12/2025 19:20:00,Ghouls Gone Wild (F25),0,Peach Gobblers (F25),5,,,8
11/12/2025 19:20:00,Fearmint (F25),3,Dykeness Monsters (F25),1,,,8
11/12/2025 19:40:00,Hump Her Stiltskin (F25),2,Howlsexuals (F25),2,,,8
11/12/2025 19:40:00,And They Were Broomates (F25),0,Count Von Cunt (F25),2,,,8
11/12/2025 20:00:00,Yeti Set Go (F25),1,Ghouls Gone Wild (F25),3,,,8
11/12/2025 20:00:00,Cunt Dracula (F25),1,Fearmint (F25),3,,,
11/12/2025 20:20:00,Dykeness Monsters (F25),1,Hump Her Stiltskin (F25),3,,,8
11/12/2025 20:20:00,Count Von Cunt (F25),1,Peach Gobblers (F25),3,,,
11/16/2025 15:30:00,Lickitung (F25),2,Cubone (F25),3,,,6
11/16/2025 15:30:00,Gengar (F25),4,Charmander (F25),1,,,6
11/16/2025 15:50:00,Charmander (F25),3,Articuno (F25),3,,,6
11/16/2025 16:10:00,Cubone (F25),1,Gengar (F25),4,,,6
11/16/2025 16:10:00,Lickitung (F25),4,Articuno (F25),1,,,6
11/19/2025 19:00:00,Hump Her Stiltskin (F25),2,Cunt Dracula (F25),2,,,8
11/19/2025 19:00:00,Howlsexuals (F25),6,Count Von Cunt (F25),1,,,8
11/19/2025 19:20:00,Dykeness Monsters (F25),2,Peach Gobblers (F25),5,,,8
11/19/2025 19:20:00,Fearmint (F25),2,Ghouls Gone Wild (F25),3,,,8
11/19/2025 19:40:00,Hump Her Stiltskin (F25),2,Yeti Set Go (F25),2,,,8
11/19/2025 19:40:00,And They Were Broomates (F25),0,Cunt Dracula (F25),4,,,8
11/19/2025 20:00:00,Peach Gobblers (F25),2,Howlsexuals (F25),3,,,8
11/19/2025 20:00:00,Ghouls Gone Wild (F25),2,Count Von Cunt (F25),3,,,
11/19/2025 20:20:00,And They Were Broomates (F25),2,Dykeness Monsters (F25),1,,,8
11/19/2025 20:20:00,Fearmint (F25),2,Yeti Set Go (F25),1,,,
11/23/2025 15:30:00,Lickitung (F25),3,Charmander (F25),3,,,6
11/23/2025 15:30:00,Articuno (F25),0,Cubone (F25),6,,,6
11/23/2025 15:50:00,Articuno (F25),1,Gengar (F25),5,,,6
11/23/2025 16:10:00,Charmander (F25),5,Cubone (F25),3,,,6
11/23/2025 16:10:00,Gengar (F25),4,Lickitung (F25),2,,,6
12/3/2025 19:00:00,And They Were Broomates (F25),1,Fearmint (F25),2,,,8
12/3/2025 19:00:00,Count Von Cunt (F25),4,Dykeness Monsters (F25),0,,,8
12/3/2025 19:20:00,Cunt Dracula (F25),0,Peach Gobblers (F25),5,,,8
12/3/2025 19:20:00,Ghouls Gone Wild (F25),2,Howlsexuals (F25),2,,,8
12/3/2025 19:40:00,Yeti Set Go (F25),1,And They Were Broomates (F25),2,,,8
12/3/2025 19:40:00,Fearmint (F25),2,Hump Her Stiltskin (F25),2,,,8
12/3/2025 20:00:00,Count Von Cunt (F25),1,Cunt Dracula (F25),3,,,8
12/3/2025 20:00:00,Dykeness Monsters (F25),0,Howlsexuals (F25),5,,,8
12/3/2025 20:20:00,Hump Her Stiltskin (F25),3,Ghouls Gone Wild (F25),2,,,8
12/3/2025 20:20:00,Peach Gobblers (F25),4,Yeti Set Go (F25),2,,,8
12/7/2025 15:30:00,Lickitung (F25),4,Articuno (F25),2,,1,6
12/7/2025 15:30:00,Charmander (F25),3,Cubone (F25),4,,1,6
12/7/2025 15:50:00,Lickitung (F25),1,Gengar (F25),0,1,1,6
12/7/2025 16:10:00,Lickitung (F25),1,Cubone (F25),0,1,1,6
12/10/2025 19:00,Cunt Dracula (F25),0,And They Were Broomates (F25),1,1,1,8
12/10/2025 19:00,Yeti Set Go (F25),1,Dykeness Monsters (F25),0,1,1,8
12/10/2025 19:20,Peach Gobblers (F25),1,Yeti Set Go (F25),0,1,1,8
12/10/2025 19:40,Howlsexuals (F25),0,And They Were Broomates (F25),1,1,1,8
12/10/2025 20:00,Dykeness Monsters (F25),0,Count Von Cunt (F25),1,1,1,8
12/10/2025 20:00,Cunt Dracula (F25),1,Fearmint (F25),0,1,1,8
12/10/2025 20:20,And They Were Broomates (F25),1,Ghouls Gone Wild (F25),0,1,1,8
12/10/2025 20:20,Hump Her Stiltskin (F25),0,Peach Gobblers (F25),1,1,1,8
12/10/2025 20:40,And They Were Broomates (F25),1,Peach Gobblers (F25),0,1,1,8
1/18/26 10:00,Lightning McQueers,1,New York City Lickers,0,1,1,8
1/18/26 10:20,Munch,1,Lez Miseraballs,0,1,1,8
1/28/2026 19:00:00,Crows Before Hoes (W26),2,Swallow This (W26),2,,,
1/28/2026 19:00:00,Pigeon Hole (W26),2,MOTHER Goose (W26),1,,,
1/28/2026 19:20:00,Cummingbirds (W26),2,WouldPeckHer (W26),3,,,
1/28/2026 19:20:00,Gay Birds (W26),3,Cardinal Sinners (W26),2,,,
1/28/2026 19:40:00,Blue-Footed Boobies (W26),2,Pigeon Hole (W26),2,,,
1/28/2026 19:40:00,MOTHER Goose (W26),3,Flaminghoes (W26),2,,,
1/28/2026 20:00:00,Cardinal Sinners (W26),1,Crows Before Hoes (W26),3,,,
1/28/2026 20:00:00,WouldPeckHer (W26),0,Swallow This (W26),3,,,
1/28/2026 20:20:00,Flaminghoes (W26),4,Cummingbirds (W26),0,,,
1/28/2026 20:20:00,Gay Birds (W26),5,Blue-Footed Boobies (W26),0,,,
2/4/2026 19:00:00,Cardinal Sinners (W26),1,MOTHER Goose (W26),2,,,
2/4/2026 19:00:00,Swallow This (W26),1,Flaminghoes (W26),4,,,
2/4/2026 19:20:00,Cummingbirds (W26),1,Pigeon Hole (W26),2,,,
2/4/2026 19:20:00,Blue-Footed Boobies (W26),2,Crows Before Hoes (W26),1,,,
2/4/2026 19:40:00,Flaminghoes (W26),4,WouldPeckHer (W26),1,,,
2/4/2026 19:40:00,MOTHER Goose (W26),2,Gay Birds (W26),1,,,
2/4/2026 20:00:00,Blue-Footed Boobies (W26),2,Cardinal Sinners (W26),1,,,
2/4/2026 20:00:00,Pigeon Hole (W26),2,Swallow This (W26),1,,,
2/4/2026 20:20:00,Gay Birds (W26),3,Cummingbirds (W26),1,,,
2/4/2026 20:20:00,Crows Before Hoes (W26),1,WouldPeckHer (W26),1,,,
2/7/26 16:00,Draft Dodgers,2,Gridlock Philly,1,,,6
2/7/26 18:30,Empire Philly,4,Sparkle Motion,1,,,6
2/8/2026 15:30:00,Fat Bush (W26),4,SoHoMos (W26),1,,,
2/8/2026 15:30:00,The Ferry Ride-Hers 🚢 (W26),1,Carroll's Garden (W26),2,,,
2/8/2026 15:50:00,Big Dyker Energy (W26),2,SoHoMos (W26),3,,,
2/8/2026 16:10:00,Fat Bush (W26),4,The Ferry Ride-Hers 🚢 (W26),2,,,
2/8/2026 16:10:00,Carroll's Garden (W26),6,Big Dyker Energy (W26),1,,,
2/11/2026 19:00:00,Cardinal Sinners (W26),1,Swallow This (W26),2,,,
2/11/2026 19:00:00,Blue-Footed Boobies (W26),1,Cummingbirds (W26),2,,,
2/11/2026 19:20:00,WouldPeckHer (W26),2,Pigeon Hole (W26),2,,,
2/11/2026 19:20:00,Crows Before Hoes (W26),2,Flaminghoes (W26),3,,,
2/11/2026 19:40:00,Swallow This (W26),2,Gay Birds (W26),2,,,
2/11/2026 19:40:00,MOTHER Goose (W26),1,Blue-Footed Boobies (W26),3,,,
2/11/2026 20:00:00,Cummingbirds (W26),4,Cardinal Sinners (W26),0,,,
2/11/2026 20:00:00,Pigeon Hole (W26),0,Flaminghoes (W26),4,,,
2/11/2026 20:20:00,Gay Birds (W26),2,WouldPeckHer (W26),1,,,
2/11/2026 20:20:00,MOTHER Goose (W26),4,Crows Before Hoes (W26),2,,,
2/15/2026 15:30:00,The Ferry Ride-Hers 🚢 (W26),3,SoHoMos (W26),3,,,
2/15/2026 15:30:00,Fat Bush (W26),1,Carroll's Garden (W26),4,,,
2/15/2026 15:50:00,Fat Bush (W26),4,Big Dyker Energy (W26),2,,,
2/15/2026 16:10:00,Big Dyker Energy (W26),1,The Ferry Ride-Hers 🚢 (W26),4,,,
2/15/2026 16:10:00,Carroll's Garden (W26),3,SoHoMos (W26),3,,,
2/25/2026 19:00:00,WouldPeckHer (W26),2,Cardinal Sinners (W26),3,,,
2/25/2026 19:00:00,Swallow This (W26),2,Blue-Footed Boobies (W26),2,,,
2/25/2026 19:20:00,Cummingbirds (W26),0,MOTHER Goose (W26),4,,,
2/25/2026 19:20:00,Flaminghoes (W26),3,Gay Birds (W26),2,,,
2/25/2026 19:40:00,WouldPeckHer (W26),3,Blue-Footed Boobies (W26),1,,,
2/25/2026 19:40:00,Crows Before Hoes (W26),0,Pigeon Hole (W26),4,,,
2/25/2026 20:00:00,Swallow This (W26),0,MOTHER Goose (W26),4,,,
2/25/2026 20:00:00,Cardinal Sinners (W26),0,Flaminghoes (W26),3,,,
2/25/2026 20:20:00,Cummingbirds (W26),3,Crows Before Hoes (W26),1,,,
2/25/2026 20:20:00,Gay Birds (W26),1,Pigeon Hole (W26),2,,,
3/1/2026 16:00:00,Big Dyker Energy (W26),2,The Ferry Ride-Hers 🚢 (W26),4,,,
3/1/2026 16:00:00,SoHoMos (W26),4,Fat Bush (W26),1,,,
3/1/2026 16:20:00,Carroll's Garden (W26),1,The Ferry Ride-Hers 🚢 (W26),6,,,
3/1/2026 16:20:00,Big Dyker Energy (W26),3,SoHoMos (W26),2,,,
3/1/2026 16:40:00,Fat Bush (W26),2,Carroll's Garden (W26),4,,,
3/4/2026 19:00:00,Pigeon Hole (W26),3,Blue-Footed Boobies (W26),2,,,
3/4/2026 19:00:00,Cummingbirds (W26),2,Swallow This (W26),2,,,
3/4/2026 19:20:00,Crows Before Hoes (W26),3,Gay Birds (W26),2,,,
3/4/2026 19:20:00,Flaminghoes (W26),1,MOTHER Goose (W26),3,,,
3/4/2026 19:40:00,Pigeon Hole (W26),2,Cardinal Sinners (W26),1,,,
3/4/2026 19:40:00,WouldPeckHer (W26),2,Cummingbirds (W26),1,,,
3/4/2026 20:00:00,Swallow This (W26),1,Crows Before Hoes (W26),3,,,
3/4/2026 20:00:00,Blue-Footed Boobies (W26),1,Flaminghoes (W26),4,,,
3/4/2026 20:20:00,MOTHER Goose (W26),4,WouldPeckHer (W26),0,,,
3/4/2026 20:20:00,Cardinal Sinners (W26),0,Gay Birds (W26),3,,,
3/8/2026 15:30:00,SoHoMos (W26),5,The Ferry Ride-Hers 🚢 (W26),1,,,
3/8/2026 15:30:00,Big Dyker Energy (W26),3,Fat Bush (W26),2,,,
3/8/2026 15:50:00,The Ferry Ride-Hers 🚢 (W26),2,Big Dyker Energy (W26),3,,,
3/8/2026 15:50:00,Carroll's Garden (W26),4,Fat Bush (W26),2,,,
3/8/2026 16:10:00,SoHoMos (W26),2,Carroll's Garden (W26),3,,,
3/11/2026 19:00:00,Blue-Footed Boobies (W26),0,Cardinal Sinners (W26),1,,,
3/11/2026 19:20:00,Pigeon Hole (W26),0,Swallow This (W26),1,,,
3/15/2026 15:30:00,Carroll's Garden (W26),7,Big Dyker Energy (W26),0,,,
3/15/2026 15:30:00,Fat Bush (W26),4,SoHoMos (W26),2,,,
3/15/2026 15:50:00,The Ferry Ride-Hers 🚢 (W26),0,Carroll's Garden (W26),6,,,
3/15/2026 15:50:00,Big Dyker Energy (W26),3,SoHoMos (W26),2,,,
3/15/2026 16:10:00,Fat Bush (W26),3,The Ferry Ride-Hers 🚢 (W26),3,,,
