trial,value,beta,draw_probability,mu,sigma,tau
72,0.644418895171786,1998.7523905812513,0.4866406322511604,1000.0,1022.3559265294333,1.2792792884836892
58,0.6444609900707357,1966.667770138006,0.4791809942216627,1000.0,998.5606458804449,4.909775264631713
71,0.6444637733724031,1951.6800229078606,0.48652598282945225,1000.0,1005.1311300439087,1.620690785337147
94,0.6444734351333393,1966.8217553192803,0.46377116028781457,1000.0,1027.3302317096193,0.5167784286085921
84,0.6444787329721001,1966.2579234448756,0.45713585380669514,1000.0,1025.0783222448554,0.24564907716671466
88,0.6444862420237614,1967.6432320731421,0.4531117214865951,1000.0,1018.689039118643,1.9425137323848771
83,0.6444913457517965,1965.1908043575918,0.45605957264765484,1000.0,1039.0007527666091,0.015386132134332708
95,0.6445074536195644,1960.4192479007613,0.49899978973523185,1000.0,1028.3140159108768,1.3856823934982123
57,0.6445255519008211,1966.6359593851441,0.4722937595341752,1000.0,978.3796285153039,5.092169433316378
66,0.6445285733563746,1932.5879481275317,0.4570331324325959,1000.0,987.7456867809992,5.087745156743802
81,0.6445304414900104,1946.530949851405,0.47220573333010546,1000.0,1035.51743455522,1.0162486090921623
55,0.6445462732282663,1927.3871786829034,0.4501888231748309,1000.0,987.456078777447,5.826296929632033
92,0.6445537789188105,1963.595887740933,0.4531835998937762,1000.0,1063.3661403418573,1.837515419236116
70,0.6445788110061706,1943.9232578926753,0.4870293423497315,1000.0,1039.0734116813219,0.7802671414402109
54,0.6445898022968082,1924.4190798022155,0.44310867828494593,1000.0,978.7329461169594,5.8953440823420635
62,0.6445951129511116,1932.2890213313974,0.47292508377718573,1000.0,1040.3154756528447,5.097491305247493
85,0.6446034679749535,1961.587032643247,0.4581395956278792,1000.0,1071.8011479961006,0.24072359549610767
52,0.644646204837087,1921.4351993003088,0.42350020684069667,1000.0,982.1231889472331,5.030907740390381
86,0.6446502247881126,1780.8772938393977,0.4681297809877762,1000.0,920.7959694204267,0.10642731794741465
99,0.6446610733289991,1885.8549398243345,0.4272043317285288,1000.0,964.9693305031365,1.3500448009410484
90,0.644678840739217,1994.0331124650509,0.47707320767891825,1000.0,954.9254644442769,0.8605341432968032
51,0.6446799116474892,1924.4394202735873,0.4155850304670462,1000.0,982.8870697846261,5.97279553397906
73,0.6446869368316166,1996.5720071805727,0.4866650471273795,1000.0,1093.9702577334915,0.7934682716076791
82,0.6446927684314144,1876.190184993256,0.43350891608532227,1000.0,949.0249726194121,1.0974880894138361
93,0.6447490127202344,1826.4009593437913,0.4479305099894961,1000.0,1006.2887582759328,1.4393487274478902
14,0.6447524814654615,1969.9970894150533,0.31737660097345105,1000.0,1082.9697490109322,5.473357881651141
42,0.6447799909307717,1766.1789285781936,0.3915523858385863,1000.0,945.6601298360602,6.547253483316587
79,0.6447922648520337,1798.2396832577815,0.406588381008821,1000.0,1010.6431567360961,2.281212407878016
43,0.6448214775968286,1931.8417722763368,0.3944564814807859,1000.0,979.132956834018,5.759503691339967
74,0.6448490494572593,1843.015669914562,0.4892341828112522,1000.0,1011.2883518944263,1.705406591676299
41,0.6448749160341203,1790.2809521631507,0.3866596514168462,1000.0,928.3922566686083,6.67005776322819
75,0.6448783283986229,1954.683599618662,0.49875050316282693,1000.0,901.545429082924,0.5770430212343453
32,0.6449726854521133,1852.9780091915845,0.25461955658476754,1000.0,1062.8614868277168,9.982424712385397
12,0.6449767965528741,1950.8482587388944,0.3514538291299686,1000.0,1183.57425139519,6.09517369638442
40,0.6450351899007177,1770.428493533371,0.34183779952376014,1000.0,933.1065829545754,6.631197491740642
34,0.6450499794778628,1855.6253840202978,0.2612598845704903,1000.0,1164.4569806409818,7.925949686760669
26,0.6451027994475989,1824.4644437600402,0.19176344943143364,1000.0,1101.627379386906,8.745462013820706
46,0.6451431328737592,1674.8285654223776,0.4015312691100657,1000.0,977.3061466716673,2.9578264087820596
25,0.6451491311886314,1745.7179387202598,0.2009675481426518,1000.0,1093.7650327419296,8.728946980712639
33,0.6451861289949559,1856.1262819758417,0.2593944652401481,1000.0,1015.8097242537295,9.537720516756194
19,0.6451947874451073,1598.7858057920093,0.29463762868644555,1000.0,895.6483151309427,7.666860116982736
48,0.6452351604249537,1793.8552741364367,0.44905656352917506,1000.0,1043.8830952397147,5.743775919374443
87,0.6452634825692599,1879.3996409887511,0.15414180705014885,1000.0,1122.9067519482414,1.1508357223736174
98,0.6452726239551204,1999.9193161942894,0.46394945405199706,1000.0,909.5832592958017,1.9400047921975743
11,0.6453456795877441,1907.8556389426842,0.3609780257481283,1000.0,1190.9420481278526,6.070054245229217
64,0.6453554185997522,1903.8460087623073,0.43707543565501583,1000.0,883.7286418400624,4.383645593635168
23,0.6453968031405451,1680.6403633875218,0.29123993383121616,1000.0,1065.9961836178354,9.731280230524114
31,0.6454006899582154,1711.3990111041662,0.1860468707038201,1000.0,1136.820303474309,8.85616232724091
65,0.6454231106885443,1835.455614731049,0.48170827375802483,1000.0,824.4202708703228,6.171236286665046
61,0.6455206001017388,1999.4947810868748,0.41926847751568774,1000.0,921.6428645689919,5.97789055373871
44,0.6455251050273279,1541.0214242245142,0.3809150909612504,1000.0,768.4346092950954,5.659738072578217
22,0.6455756478249732,1791.6949965848808,0.3256847055154398,1000.0,896.8791588275865,5.36318671108718
30,0.6455788062665568,1484.87772658296,0.24818772605989423,1000.0,945.7434705312019,8.358458132271261
59,0.645605749225359,1939.8148160104472,0.4760064872108743,1000.0,856.4094703227329,4.037218994607245
97,0.6456739864457548,1888.3372638609378,0.4832535239533996,1000.0,1119.0454832878274,0.013677527625986785
45,0.6457064591759321,1914.0213702140088,0.43282614626798666,1000.0,867.1460719781198,4.3392532166265605
28,0.6457312036204211,1994.6241983251039,0.14137723719151593,1000.0,1122.1096819426145,3.8800443857581923
68,0.6457321157050929,1584.3448286980192,0.43981651404713284,1000.0,735.8493436211384,3.833568553983491
36,0.6457599333681928,1897.7987601058535,0.25976779456172977,1000.0,974.6801774417116,6.978155177477181
78,0.6459018876586242,1868.8134432451964,0.03482652890780388,1000.0,1150.461174116807,2.1142256036163816
15,0.6459510141622672,1647.5146862595768,0.29068064003880767,1000.0,833.4443278914641,4.8955402991791725
24,0.6462353741861716,1437.2067806927976,0.39094668016811396,1000.0,901.2124226457453,6.808714183926733
60,0.6462748261849662,1665.61304020865,0.49877044523854425,1000.0,996.8859903834991,5.073123086267117
13,0.6464090802915805,1730.397978649245,0.32233227564722106,1000.0,1174.4010826164308,6.113518806150457
2,0.6466422058692611,1834.9560537091274,0.4294115373266131,1000.0,1185.1091914409365,0.04745341567072846
21,0.6466886589591406,1555.299574558819,0.2884877709623292,1000.0,1080.492820712438,7.739810260109303
89,0.6467492304234679,1808.3333888587094,0.428929185320291,1000.0,1172.6651505161926,3.036438944338368
91,0.6468759118417285,1873.921243165537,0.09297058204708158,1000.0,1012.7569130587417,2.6700616871650986
29,0.6469727094924125,1403.338084068971,0.21680844491901904,1000.0,1018.2115667415444,8.920862141205074
56,0.6470798497394932,1902.8274300445853,0.44601748666593083,1000.0,790.0742420108188,4.540122537456751
96,0.64726019863399,1742.6970809865497,0.49746235413804873,1000.0,1098.5673203350984,0.41023419033524655
80,0.6473141734657604,1718.4263225138718,0.48155250911023934,1000.0,1097.0225668819448,0.4567253217981796
67,0.6474460639171078,1714.154007781576,0.45706782783946504,1000.0,1118.864369017623,5.236807733155619
5,0.6477700924697726,1549.2124342984762,0.45870487855513314,1000.0,1014.4108767291141,6.015189311727292
50,0.6481379769525077,1240.9874439563964,0.3773033893264964,1000.0,851.6461497133834,3.4602000454395547
10,0.6486632907441722,1993.4749510382644,0.35935352954820515,1000.0,814.2279298553121,0.060098291666136734
17,0.6489851148302981,1986.8014617614297,0.36667167841874243,1000.0,797.4304609344342,2.3527137875556585
4,0.6504419066333501,842.8401268248075,0.4338931419149042,1000.0,567.8125941715172,7.289713180641267
7,0.6506810055209998,809.1637419121677,0.0630702472745952,1000.0,699.5745775403777,9.593669876741975
37,0.6536293450693939,1324.8256087015368,0.3096547148840961,1000.0,1141.5465739530725,5.470680383272309
27,0.6538908964262657,1868.3303456111153,0.1361003489185916,1000.0,732.4099442968845,5.350558792788567
3,0.6544237547398959,1270.0011978312793,0.48849312175547,1000.0,969.8069782157,3.559778881472435
1,0.6549064792583512,1022.144428987579,0.18839540112305536,1000.0,972.2271940199128,8.2478167065936
47,0.6559852079310481,1999.840136496203,0.4746044531395448,1000.0,597.9211700149424,7.450183147560858
53,0.6580082887023045,1748.4488204408879,0.4186523930787828,1000.0,515.3736083473406,5.115949747043948
