trial,value,beta,draw_probability,mu,sigma,tau
49,0.6609428675281511,581.3817840304157,0.4939257590171458,1000.0,191.35435854556005,6.347621989033901
18,0.6626395585724365,1151.6799702150824,0.18524089208065653,1000.0,356.15257182020343,4.825506236144988
9,0.6632379891601079,1297.598476625274,0.019327739813672695,1000.0,427.3826267749773,4.082380929165034
35,0.6678351705789183,1092.563350857502,0.3394969023654856,1000.0,1195.1425453907714,7.894545294633132
8,0.6690500540554879,620.3896891176176,0.13428213160210728,1000.0,196.77852697353492,3.165582989311515
69,0.6700116549589873,1831.8131203154085,0.4633613923782389,1000.0,376.45176258872334,4.830613163303284
76,0.6774755517422764,942.2883610083485,0.4504161125880925,1000.0,1064.9121736898248,1.5876439307716992
39,0.6817298967145049,875.5955842705298,0.46033825949851825,1000.0,1030.1628801041816,9.297759037074893
20,0.6917895496767447,494.9495422725032,0.41153455691865065,1000.0,663.3218323593916,6.414887057341728
0,0.6923465603461381,1423.3932816823244,0.24939415843682755,1000.0,101.63640071328774,8.826204318300885
77,0.6926410020273833,715.8156840120097,0.4624969912808611,1000.0,950.9708005044616,1.2010974913309496
38,0.6940001598489878,1612.329864096984,0.2638298270204645,1000.0,82.56596236709413,4.602784626153143
6,0.7202009631478076,219.6129299691235,0.06215485677891369,1000.0,554.0872613944014,1.5312125894391295
63,0.7699004406373129,298.6493673343996,0.4694057224187767,1000.0,1048.3367777014928,4.813504299889871
16,0.7762642869944444,34.66167627282073,0.2298174858493961,1000.0,1077.7467281876955,7.156088449598641
