number,value,datetime_start,datetime_complete,duration,params_beta,params_sigma,state
158,0.6837190977751496,2025-11-14 23:05:31.968926,2025-11-14 23:05:32.254887,0 days 00:00:00.285961,557.0914990027802,323.00727643837996,COMPLETE
159,0.6720684260004316,2025-11-14 23:05:32.254991,2025-11-14 23:05:32.533300,0 days 00:00:00.278309,572.229486027967,778.2579730608373,COMPLETE
160,0.6716739501963894,2025-11-14 23:05:32.533413,2025-11-14 23:05:32.813637,0 days 00:00:00.280224,588.7853636257,799.8152211357805,COMPLETE
161,0.6715920090758545,2025-11-14 23:05:32.813748,2025-11-14 23:05:33.100290,0 days 00:00:00.286542,599.8059887389508,799.5041813954147,COMPLETE
162,0.6733575397324562,2025-11-14 23:05:33.100405,2025-11-14 23:05:33.380928,0 days 00:00:00.280523,420.37965379038286,784.7985358732186,COMPLETE
163,0.6716630631242279,2025-11-14 23:05:33.381037,2025-11-14 23:05:33.669045,0 days 00:00:00.288008,590.3179359398742,799.7195608596081,COMPLETE
164,0.6716754915579602,2025-11-14 23:05:33.669159,2025-11-14 23:05:33.946790,0 days 00:00:00.277631,589.5258831442808,799.1943131211361,COMPLETE
165,0.6719570411628879,2025-11-14 23:05:33.946895,2025-11-14 23:05:34.224524,0 days 00:00:00.277629,599.7845074284749,770.3514432059123,COMPLETE
166,0.6740211610287753,2025-11-14 23:05:34.224633,2025-11-14 23:05:34.512274,0 days 00:00:00.287641,589.7659645821561,646.5844864026745,COMPLETE
167,0.6719611556205325,2025-11-14 23:05:34.512382,2025-11-14 23:05:34.790017,0 days 00:00:00.277635,569.4023218487594,788.7450445408227,COMPLETE
168,0.67195285505583,2025-11-14 23:05:34.790128,2025-11-14 23:05:35.068456,0 days 00:00:00.278328,589.4595121784096,776.722250931923,COMPLETE
169,0.6715896183895216,2025-11-14 23:05:35.068564,2025-11-14 23:05:35.355075,0 days 00:00:00.286511,599.9501206545846,799.6119433726011,COMPLETE
170,0.671748387227003,2025-11-14 23:05:35.355182,2025-11-14 23:05:35.635393,0 days 00:00:00.280211,579.387667666788,799.8179066873877,COMPLETE
171,0.6717384773936582,2025-11-14 23:05:35.635500,2025-11-14 23:05:35.922462,0 days 00:00:00.286962,599.900353868228,787.3967222643531,COMPLETE
172,0.672067348477036,2025-11-14 23:05:35.922574,2025-11-14 23:05:36.202252,0 days 00:00:00.279678,589.1083757599154,768.1080238645069,COMPLETE
173,0.6718099520464779,2025-11-14 23:05:36.202362,2025-11-14 23:05:36.482210,0 days 00:00:00.279848,588.0004202217424,789.0328218684173,COMPLETE
174,0.6718652473369515,2025-11-14 23:05:36.482321,2025-11-14 23:05:36.767591,0 days 00:00:00.285270,564.8998959352409,799.8594823935956,COMPLETE
