number,value,datetime_start,datetime_complete,duration,params_K,params_tournament_multiplier,state
166,0.6431472160652083,2025-11-14 22:46:49.932631,2025-11-14 22:46:49.972393,0 days 00:00:00.039762,465.6937876197826,1.6964598325645088,COMPLETE
167,0.6432167067844681,2025-11-14 22:46:49.972488,2025-11-14 22:46:50.012788,0 days 00:00:00.040300,480.7356629606959,1.7847506114696954,COMPLETE
168,0.643584335904878,2025-11-14 22:46:50.012891,2025-11-14 22:46:50.053514,0 days 00:00:00.040623,430.552062230485,2.4251021640834702,COMPLETE
169,0.6431367585210751,2025-11-14 22:46:50.053618,2025-11-14 22:46:50.093762,0 days 00:00:00.040144,451.5648039333516,1.6508367963431874,COMPLETE
170,0.6431806969347137,2025-11-14 22:46:50.093857,2025-11-14 22:46:50.133168,0 days 00:00:00.039311,444.6732611360397,1.5247650398327928,COMPLETE
171,0.6431366691726415,2025-11-14 22:46:50.133264,2025-11-14 22:46:50.172948,0 days 00:00:00.039684,457.0270995308375,1.65458391371559,COMPLETE
172,0.6431394883863221,2025-11-14 22:46:50.173109,2025-11-14 22:46:50.213254,0 days 00:00:00.040145,453.98636979367325,1.630565021692339,COMPLETE
173,0.6431614593758606,2025-11-14 22:46:50.213352,2025-11-14 22:46:50.253679,0 days 00:00:00.040327,437.0306418646551,1.699069184731882,COMPLETE
174,0.6431564560022093,2025-11-14 22:46:50.253781,2025-11-14 22:46:50.294286,0 days 00:00:00.040505,465.01059309028994,1.6083916774660552,COMPLETE
175,0.6431327058591177,2025-11-14 22:46:50.294388,2025-11-14 22:46:50.334733,0 days 00:00:00.040345,449.06207226600725,1.724948652865332,COMPLETE
176,0.6432360147508831,2025-11-14 22:46:50.334819,2025-11-14 22:46:50.380777,0 days 00:00:00.045958,423.11355179849227,1.82837554685935,COMPLETE
177,0.6431835126268596,2025-11-14 22:46:50.380866,2025-11-14 22:46:50.420245,0 days 00:00:00.039379,475.5583626560487,1.7350805366293673,COMPLETE
178,0.6431396396438217,2025-11-14 22:46:50.420331,2025-11-14 22:46:50.460196,0 days 00:00:00.039865,445.952023591038,1.6768432234596307,COMPLETE
179,0.6431532463884465,2025-11-14 22:46:50.460290,2025-11-14 22:46:50.500876,0 days 00:00:00.040586,457.91374913116186,1.5778818924886058,COMPLETE
180,0.6432424490140607,2025-11-14 22:46:50.500973,2025-11-14 22:46:50.541397,0 days 00:00:00.040424,485.45503267006274,1.7610485267886742,COMPLETE
181,0.6431363399644643,2025-11-14 22:46:50.541489,2025-11-14 22:46:50.581053,0 days 00:00:00.039564,449.0421063161005,1.6686228068094404,COMPLETE
182,0.643167142018766,2025-11-14 22:46:50.581146,2025-11-14 22:46:50.621800,0 days 00:00:00.040654,435.3521097111893,1.7098009276077615,COMPLETE
183,0.6431559067843552,2025-11-14 22:46:50.621896,2025-11-14 22:46:50.661675,0 days 00:00:00.039779,463.4404366823426,1.8358589538733523,COMPLETE
184,0.6431375347311195,2025-11-14 22:46:50.661773,2025-11-14 22:46:50.702553,0 days 00:00:00.040780,449.3496710710797,1.6569600384762146,COMPLETE
185,0.6431942209167123,2025-11-14 22:46:50.702655,2025-11-14 22:46:50.743074,0 days 00:00:00.040419,470.1103521455104,1.52764160506352,COMPLETE
186,0.6431333648125541,2025-11-14 22:46:50.743171,2025-11-14 22:46:50.782806,0 days 00:00:00.039635,454.8688800070167,1.7739512614791435,COMPLETE
187,0.6431628689445297,2025-11-14 22:46:50.782913,2025-11-14 22:46:50.823001,0 days 00:00:00.040088,443.5123481071307,1.8891197216655697,COMPLETE
188,0.6432642471347573,2025-11-14 22:46:50.823116,2025-11-14 22:46:50.862728,0 days 00:00:00.039612,418.7102954183359,1.7778608284317718,COMPLETE
189,0.6431960128537336,2025-11-14 22:46:50.862824,2025-11-14 22:46:50.902881,0 days 00:00:00.040057,432.5655900170991,1.6070800620490386,COMPLETE
190,0.6431344634515179,2025-11-14 22:46:50.902970,2025-11-14 22:46:50.943157,0 days 00:00:00.040187,456.18853342368055,1.66892844422626,COMPLETE
191,0.6431307802678707,2025-11-14 22:46:50.943248,2025-11-14 22:46:50.983553,0 days 00:00:00.040305,453.25752252359587,1.7185852196908644,COMPLETE
192,0.6431314113465423,2025-11-14 22:46:50.983649,2025-11-14 22:46:51.023581,0 days 00:00:00.039932,455.7332120080131,1.71550635848519,COMPLETE
193,0.6431325906237246,2025-11-14 22:46:51.023664,2025-11-14 22:46:51.063598,0 days 00:00:00.039934,457.34193845898244,1.7336828299347238,COMPLETE
194,0.6431697306101203,2025-11-14 22:46:51.063695,2025-11-14 22:46:51.103734,0 days 00:00:00.040039,470.30076262786685,1.8012914744385404,COMPLETE
195,0.643148528973586,2025-11-14 22:46:51.103830,2025-11-14 22:46:51.143558,0 days 00:00:00.039728,440.5250390116985,1.7355567085750871,COMPLETE
196,0.6431494427413468,2025-11-14 22:46:51.143638,2025-11-14 22:46:51.183435,0 days 00:00:00.039797,459.335623388798,1.8430257442976699,COMPLETE
197,0.6431984314081881,2025-11-14 22:46:51.183537,2025-11-14 22:46:51.227424,0 days 00:00:00.043887,478.731124582955,1.718275158482684,COMPLETE
198,0.6431347692070313,2025-11-14 22:46:51.227553,2025-11-14 22:46:51.270640,0 days 00:00:00.043087,450.18641202363904,1.7851649197623718,COMPLETE
199,0.6431840625806785,2025-11-14 22:46:51.270746,2025-11-14 22:46:51.312142,0 days 00:00:00.041396,464.95017702151114,1.9124048017851298,COMPLETE
