number,value,datetime_start,datetime_complete,duration,params_beta,params_sigma,state
138,0.7053732953706969,2025-11-14 22:42:11.365777,2025-11-14 22:42:11.652642,0 days 00:00:00.286865,277.4194353277315,449.90982727700003,COMPLETE
139,0.705538082795424,2025-11-14 22:42:11.652758,2025-11-14 22:42:11.937975,0 days 00:00:00.285217,292.8700252236463,435.3291648152699,COMPLETE
140,0.7066941042526114,2025-11-14 22:42:11.938103,2025-11-14 22:42:12.219134,0 days 00:00:00.281031,283.2952415705676,429.69209872563476,COMPLETE
141,0.7041922627012086,2025-11-14 22:42:12.219249,2025-11-14 22:42:12.505573,0 days 00:00:00.286324,295.31732804391606,449.8973474015111,COMPLETE
142,0.7048995342942478,2025-11-14 22:42:12.505694,2025-11-14 22:42:12.788240,0 days 00:00:00.282546,294.17995369434726,442.0165233952121,COMPLETE
143,0.7048905259524751,2025-11-14 22:42:12.788352,2025-11-14 22:42:13.068227,0 days 00:00:00.279875,289.9141100374552,445.64189142123354,COMPLETE
144,0.7038982366790411,2025-11-14 22:42:13.068334,2025-11-14 22:42:13.351581,0 days 00:00:00.283247,299.8067853940614,449.9351910736556,COMPLETE
145,0.7047236334547969,2025-11-14 22:42:13.351700,2025-11-14 22:42:13.635684,0 days 00:00:00.283984,299.9813627684989,439.36061544241164,COMPLETE
146,0.7046914111938115,2025-11-14 22:42:13.635818,2025-11-14 22:42:13.921285,0 days 00:00:00.285467,287.8869421962698,449.7434155737884,COMPLETE
147,0.7050290867979117,2025-11-14 22:42:13.921390,2025-11-14 22:42:14.201121,0 days 00:00:00.279731,293.3809473269366,441.0871651593764,COMPLETE
148,0.7065347769108283,2025-11-14 22:42:14.201233,2025-11-14 22:42:14.484896,0 days 00:00:00.283663,280.4321324206464,433.8811199155634,COMPLETE
149,0.7057391871758001,2025-11-14 22:42:14.485019,2025-11-14 22:42:14.767466,0 days 00:00:00.282447,271.95476948316053,449.9264554336672,COMPLETE
150,0.7047503128258872,2025-11-14 22:42:14.767575,2025-11-14 22:42:15.047618,0 days 00:00:00.280043,294.63376564695,443.4834109046785,COMPLETE
151,0.7042576732107613,2025-11-14 22:42:15.047731,2025-11-14 22:42:15.329497,0 days 00:00:00.281766,299.73850933568974,445.4151208673532,COMPLETE
152,0.704901146339872,2025-11-14 22:42:15.329608,2025-11-14 22:42:15.636582,0 days 00:00:00.306974,299.4188037051641,437.6272653775129,COMPLETE
153,0.7049868224142352,2025-11-14 22:42:15.636700,2025-11-14 22:42:15.918345,0 days 00:00:00.281645,290.6549306314149,443.8543834437915,COMPLETE
154,0.7057359971545092,2025-11-14 22:42:15.918457,2025-11-14 22:42:16.202172,0 days 00:00:00.283715,287.06109541051023,437.7766812273152,COMPLETE
155,0.7041981599082885,2025-11-14 22:42:16.202288,2025-11-14 22:42:16.487029,0 days 00:00:00.284741,299.7724241044858,446.14083649409406,COMPLETE
156,0.7060723013867595,2025-11-14 22:42:16.487141,2025-11-14 22:42:16.766382,0 days 00:00:00.279241,294.7906020995527,427.3298483701001,COMPLETE
157,0.7042090624638008,2025-11-14 22:42:16.766502,2025-11-14 22:42:17.049974,0 days 00:00:00.283472,299.97189248673607,445.83678076799265,COMPLETE
158,0.7039003250316491,2025-11-14 22:42:17.050086,2025-11-14 22:42:17.333638,0 days 00:00:00.283552,299.7654782790203,449.94260739013095,COMPLETE
159,0.7052741227221623,2025-11-14 22:42:17.333759,2025-11-14 22:42:17.612246,0 days 00:00:00.278487,299.73608769543944,432.76825432038953,COMPLETE
160,0.7045238603131158,2025-11-14 22:42:17.612353,2025-11-14 22:42:17.894941,0 days 00:00:00.282588,290.20515332343473,449.92944887191754,COMPLETE
161,0.7048155972923359,2025-11-14 22:42:17.895059,2025-11-14 22:42:18.178090,0 days 00:00:00.283031,295.4681465696014,441.98401969401306,COMPLETE
