number,value,datetime_start,datetime_complete,duration,params_beta,params_sigma,state
175,0.7050254354569376,2025-11-14 22:42:21.900765,2025-11-14 22:42:22.186312,0 days 00:00:00.285547,294.2744372126499,440.39084595112695,COMPLETE
176,0.7045924915755383,2025-11-14 22:42:22.186418,2025-11-14 22:42:22.464848,0 days 00:00:00.278430,291.4982988531632,448.02076736176207,COMPLETE
177,0.7050039953457148,2025-11-14 22:42:22.464959,2025-11-14 22:42:22.747875,0 days 00:00:00.282916,283.0044488235977,449.8720394129071,COMPLETE
178,0.7042578862081444,2025-11-14 22:42:22.747994,2025-11-14 22:42:23.035610,0 days 00:00:00.287616,294.45722897692247,449.7764778520943,COMPLETE
179,0.7059242741709846,2025-11-14 22:42:23.035753,2025-11-14 22:42:23.328578,0 days 00:00:00.292825,287.3298459728186,435.3227217779086,COMPLETE
180,0.7048622322310931,2025-11-14 22:42:23.328690,2025-11-14 22:42:23.611699,0 days 00:00:00.283009,294.99829925551353,441.79786445927465,COMPLETE
181,0.7045600248476365,2025-11-14 22:42:23.611815,2025-11-14 22:42:23.895056,0 days 00:00:00.283241,295.957062931096,444.75343886569783,COMPLETE
182,0.7044072247737126,2025-11-14 22:42:23.895168,2025-11-14 22:42:24.172866,0 days 00:00:00.277698,299.98713643724744,443.3199747046746,COMPLETE
183,0.7054165516596749,2025-11-14 22:42:24.172979,2025-11-14 22:42:24.455438,0 days 00:00:00.282459,290.8165216711462,438.5006291402707,COMPLETE
184,0.7041378143733217,2025-11-14 22:42:24.455552,2025-11-14 22:42:24.737203,0 days 00:00:00.281651,296.25707991437946,449.8128991886724,COMPLETE
185,0.705296170858317,2025-11-14 22:42:24.737322,2025-11-14 22:42:25.016276,0 days 00:00:00.278954,286.2399235593116,443.7151508002701,COMPLETE
186,0.7044560690055359,2025-11-14 22:42:25.016394,2025-11-14 22:42:25.298952,0 days 00:00:00.282558,291.87396466507215,449.4103061600065,COMPLETE
187,0.7041942705160007,2025-11-14 22:42:25.299071,2025-11-14 22:42:25.581061,0 days 00:00:00.281990,295.25343641692643,449.92450303105255,COMPLETE
188,0.7056281843392429,2025-11-14 22:42:25.581173,2025-11-14 22:42:25.862045,0 days 00:00:00.280872,289.04132802913983,437.42772053563345,COMPLETE
189,0.7059628879475971,2025-11-14 22:42:25.862154,2025-11-14 22:42:26.140306,0 days 00:00:00.278152,279.32001387733976,441.4216917746803,COMPLETE
190,0.7057227091777812,2025-11-14 22:42:26.140417,2025-11-14 22:42:26.422154,0 days 00:00:00.281737,295.37158097582665,431.0125448956324,COMPLETE
191,0.7042086436963,2025-11-14 22:42:26.422267,2025-11-14 22:42:26.704134,0 days 00:00:00.281867,295.2721527432723,449.7276978461323,COMPLETE
192,0.704146975855612,2025-11-14 22:42:26.704242,2025-11-14 22:42:26.983076,0 days 00:00:00.278834,295.916222724106,449.9773922296138,COMPLETE
193,0.7048457574764143,2025-11-14 22:42:26.983187,2025-11-14 22:42:27.266345,0 days 00:00:00.283158,291.3362852226128,445.0248061820091,COMPLETE
194,0.7151029347807282,2025-11-14 22:42:27.266459,2025-11-14 22:42:27.548135,0 days 00:00:00.281676,135.58560748878145,449.96323727653646,COMPLETE
195,0.7048597229050193,2025-11-14 22:42:27.548243,2025-11-14 22:42:27.826543,0 days 00:00:00.278300,296.45281059299526,440.6197752732704,COMPLETE
196,0.7051595142796164,2025-11-14 22:42:27.826652,2025-11-14 22:42:28.109704,0 days 00:00:00.283052,287.48055804485773,444.3535294801541,COMPLETE
197,0.7051340588657418,2025-11-14 22:42:28.109811,2025-11-14 22:42:28.390398,0 days 00:00:00.280587,296.6649803845505,437.0664735792884,COMPLETE
198,0.7042577012988459,2025-11-14 22:42:28.390506,2025-11-14 22:42:28.669349,0 days 00:00:00.278843,299.7019283614015,445.445188499089,COMPLETE
199,0.704921455254745,2025-11-14 22:42:28.669468,2025-11-14 22:42:28.951640,0 days 00:00:00.282172,284.44730085678043,449.7114892498455,COMPLETE
